name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
American Gothic,Bierstaat,IPA - New England / Hazy,2022-12-13,4.046,40.0,Sabro,,,6.8,,4
Хельмут,Panzer Brewery,Lager - Helles,2022-08-29,3.654,9.0,,,,4.9,,4
Сливовица,Česky Lev,Fruit Beer,2022-12-26,2.959,,,,,5.2,,4
Finish Him!,Bierstaat,Porter - Baltic,2022-12-26,3.997,19.0,,,,6.9,,4
Značka (Значка),Самко,Lager - Pale,2014-04-08,2.734,,,,,4.8,,2
Самко Чешское (Samko Cheshskoe),Самко,Lager - Pale,2016-04-12,,,,,,4.5,,3
Sherst,Zavod,Barleywine - Other,2021-10-31,3.871,40.0,,,,6.8,,4
Enigma,13 Litar,IPA - Imperial / Double,2021-05-13,3.968,70.0,Enigma,"Pale Ale,Pilsner",,6.8,18.7,4
Взлом,4BREWERS,Stout - Imperial / Double Pastry,2022-07-05,3.993,,,,"Coconut,Chocolate,Vanilla",6.9,,4
СЕЗОННЫЕ ОСАДКИ,"Knightberg,TBP",Farmhouse Ale - Saison,2022-10-08,3.815,,,,,5.0,,4
Tales of Power,Stamm Brewing,IPA - American,2022-07-25,3.827,,,,,6.5,,4
Playground Twist,Plan B Brewery,Pale Ale - American,2022-07-26,3.833,35.0,,,,5.5,,4
Вброс [Triumph],4BREWERS,Pale Ale - American,2022-11-01,3.651,,,,,5.5,,3
Вброс [Vista],4BREWERS,Pale Ale - American,2022-10-06,3.628,,,,,5.5,,4
Hoppy Mead,Степь и ветер,Mead - Traditional,2022-04-14,3.743,,,,,4.5,,4
Play Twice,Jungle Brewery,IPA - Imperial / Double,2022-12-12,4.202,90.0,"Simcoe,Centennial,El Dorado",,,6.8,18.9,4
Доза [Orange Pulp + Mango + Pineapple],4BREWERS,Sour - Fruited,2020-10-26,4.244,,,,"Orange,Mango,Pineapple",6.0,,4
Near & Far,Zagovor Brewery,Bitter - Best,2022-11-16,3.742,12.0,,,,4.2,,4
Over Shadow,Jungle Brewery,Stout - Imperial / Double Milk,2022-12-12,4.167,30.0,Citra,,,6.8,26.8,4
Чертополох,"Knightberg,BiberBräu",Historical Beer - Gruit / Ancient Herbed Ale,2014-10-14,3.836,30.0,,,,4.1,,4
Dance,Robim Good Brewery,IPA - Imperial / Double,2022-12-09,3.764,19.0,Medusa,,,6.9,18.9,4
Milkshake DIPA Coconut & Ice-Cream,Salden’s Brewery,IPA - Imperial / Double Milkshake,2018-11-07,3.77,70.0,,,,6.8,,4
Vitasid Apple (Semi-Dry),Men's Company,Cider - Traditional / Apfelwein,2022-03-28,3.103,,,,,4.6,,3
Pineapple Shake,Sozhski Beer,IPA - Milkshake,2023-08-25,3.832,32.0,,,,6.5,,4
Hofer,Самко,Pilsner - German,2014-02-11,2.752,,,,,4.5,,2
Your Quadruple Sour Cranberry Juice,Midnight Project,Sour - Fruited,2022-11-25,4.118,15.0,,,,6.8,,4
Relax,Robim Good Brewery,Stout - Imperial / Double,2022-12-09,3.797,21.0,,,,6.9,20.9,4
Mlosć: Simcoe,Malanka,Pale Ale - American,2022-12-02,4.17,77.0,Simcoe,Pilsner,,5.5,13.0,4
Belle Blanche,Bierstaat,Wheat Beer - Witbier / Blanche,2022-12-13,3.834,8.0,,,"Orange zest,Coriander",5.3,,4
Hop Headshot: Amarillo,Midnight Project,IPA - Triple,2022-11-17,4.14,111.0,Amarillo,,,6.8,,4
Ruby On Top,Zavod,Fruit Beer,2022-10-05,3.635,10.0,,,,6.8,,4
Rager: BRU-1,Valaduta,IPA - Imperial / Double,2022-10-23,4.104,70.0,BRU-1,,,6.8,,4
Kikimora Coconut Story | Кикимора с кокосом,Brewlok,Stout - Milk / Sweet,2022-11-11,3.826,,,,,6.5,,4
Заправское,ПЗ Канцлеръ,Lager - Pale,2017-02-22,2.858,,,,,4.0,,3
Бархатное Светлое,ПЗ Канцлеръ,Lager - Pale,2015-08-19,2.763,,,,,4.5,,4
Road Movie,Bierstaat,IPA - American,2022-11-29,3.678,40.0,Azacca,,,6.8,,4
Tomatoni,Jungle Brewery,Sour - Other Gose,2022-10-06,3.826,10.0,,,"Tomato,Salt,Black Pepper",5.7,13.6,4
Cherry Cordial,Zavod,Stout - Imperial / Double Pastry,2022-10-17,4.122,40.0,,,,6.8,,4
Прастора Talus,Прамень,IPA - American,2022-10-25,3.668,35.0,Talus,,,6.3,,4
Паўночнае ззянне,Прамень,Stout - Oatmeal,2022-11-01,3.964,20.0,,,,6.6,,4
Баварское,Варница,Lager - Pale,2015-09-24,2.509,,,,,6.5,,4
NePilsner,Sozhski Beer,Kellerbier / Zwickelbier,2022-06-09,3.313,20.0,,,,4.7,,4
Schrödinger,Zavod,Barleywine - English,2022-11-07,3.899,35.0,,,,6.8,,4
Beast Mode,Main Rule,IPA - Imperial / Double New England / Hazy,2022-09-14,3.87,40.0,,,,6.8,,4
Puzzle: Azacca,Bierstaat,Porter - American,2022-11-22,3.996,25.0,Azacca,,,6.8,,4
Eclipse,13 Litar,IPA - American,2022-01-26,3.794,55.0,"Simcoe,Sabro",Pilsner,,6.3,15.0,4
Lay Low,Bierstaat,IPA - Belgian,2022-11-15,3.82,37.0,"Cashmere,Ekuanot",,,6.5,,4
HOLA! PEÑO!,Бакунин,Sour - Fruited,2022-05-19,3.821,5.0,,,,6.5,,4
Tomatoni: Ajika,Jungle Brewery,Sour - Other Gose,2022-10-24,4.154,10.0,,,,5.0,13.0,5
Dark Velvet,Sozhski Beer,Lager - Euro Dark,2022-03-18,3.521,12.0,,,,5.6,,4
J Pils,Jungle Brewery,Pilsner - Czech / Bohemian,2022-05-18,4.08,35.0,,,,4.9,14.0,3
Hop Headshot: Cashmere,Midnight Project,IPA - Triple,2022-11-04,4.122,111.0,Cashmere,,,6.8,,4
Reversion,Jungle Brewery,IPA - Imperial / Double,2022-10-24,4.23,80.0,"Columbus,Topaz,Centennial,Citra,Simcoe,Idaho 7",,,6.8,20.2,4
Poklič: Spalter Select,Malanka,Farmhouse Ale - Saison,2022-11-04,4.114,35.0,Spalter Select,Pilsner,,5.0,13.8,4
Stary Melnik iz Bochonka Temnoye Barhatnoe (Старый Мельник из Бочонка Тёмное Бархатное),Anadolu Efes,Lager - Munich Dunkel,2012-04-28,2.897,,,,,4.2,,3
Секрет Пивовара Светлое Мягкое,Очаково,Lager - Pale,2021-05-08,2.561,,,,,4.3,,1
Scarecrow,Bierbank,Pumpkin / Yam Beer,2020-10-22,3.67,17.0,,,"Cinnamon,Pumpkin",6.8,,4
Medusa,13 Litar,IPA - American,2021-10-27,3.834,50.0,Medusa,"Pale Ale,Pilsner",,6.4,15.0,4
Пилснер,Plan B Brewery,Pilsner - Czech / Bohemian,2019-07-15,3.724,30.0,,,,4.8,,3
Кухни мира: Узбекистан,Alaska Brewery,Sour - Other Gose,2022-08-28,3.247,,,,,5.0,,4
Duality: Citra & Lemondrop,Bierstaat,IPA - Imperial / Double,2022-11-01,3.942,60.0,"Citra,Lemondrop",,,6.9,,4
Rager: Pekko,Valaduta,IPA - Imperial / Double,2022-10-30,4.063,70.0,Pekko,,,6.8,,4
Stay Crazy,Valdsam Bjorn Brewery,IPA - American,2022-10-03,3.936,40.0,,,,6.4,,3
Unexpected,Valdsam Bjorn Brewery,Porter - Imperial / Double,2022-10-11,4.236,40.0,,,,6.8,,4
Talus,Bierstaat,IPA - Imperial / Double,2022-10-25,3.936,60.0,Talus,,,6.9,,4
Smuha: Pink Boots,Malanka,IPA - Imperial / Double New England / Hazy,2022-10-14,4.27,,Pink Boots,"Pilsner,Flaked Oats",,6.8,18.7,4
Pavietra: Medusa,Malanka,Pale Ale - New England / Hazy,2022-10-07,4.199,,Medusa,"Pilsner,Flaked Oats",,4.7,12.0,4
Berry Tale,"Panzer Brewery,Bierstaat",Sour - Fruited,2022-10-03,4.058,12.0,,,,6.5,,4
Blacklist,13 Litar,IPA - Black / Cascadian Dark Ale,2022-07-25,3.807,45.0,Amarillo,"Pilsner,Black",,6.3,15.5,3
Prohodnoe,Hops Brewery,Lager - Pale,2022-09-20,3.403,12.0,,,,3.6,,3
Blanc Select,Kalnapilio-Tauro,Wheat Beer - Other,2020-08-29,3.31,,,,,4.7,,3
Moonstone: Black Almond,Midnight Project,Stout - Imperial / Double Pastry,2021-10-08,4.271,40.0,,,Almonds,6.8,,5
Hiraeth,Bierbank,Belgian Tripel,2022-09-30,4.05,25.0,,,,6.9,,4
Chill-N-Cheers,Midnight Project,IPA - Imperial / Double New England / Hazy,2022-09-30,4.114,20.0,"Citra,Mosaic,Pink Boots",,,6.8,,4
Dream Sequence,Jungle Brewery,Porter - Other,2022-09-19,4.049,25.0,,,,6.8,17.0,4
Burning Fox,"Midnight Project,Hophead Brewery",Sour - Other Gose,2022-09-22,3.906,15.0,,,"Mushrooms,Coriander,Black Pepper,Allspice,Oregano,Parsley,Salt",6.5,,4
Dream,Robim Good Brewery,Lager - Dark,2022-10-12,3.545,8.0,,,,4.5,12.0,3
Amber Bock,Староместный пивовар,Bock - Single / Traditional,2018-08-31,3.469,21.0,,,,6.5,15.5,3
Vibing,Sindrom Brewery,Sour - Fruited,2022-07-11,3.888,20.0,,,Passion fruit,6.0,,4
Cashmere,13 Litar,IPA - American,2021-06-17,3.861,40.0,Cashmere,Pilsner,,5.9,15.0,4
Blanche Ma Cherie,Konix Brewery,Wheat Beer - Witbier / Blanche,2016-02-19,3.511,8.0,,,,4.5,,4
Dark Outcast,Midnight Project,Stout - Imperial / Double,2022-10-01,4.188,20.0,,,,6.8,,4
Heavy Traffic,Jungle Brewery,IPA - White / Wheat,2022-09-19,4.105,45.0,"Simcoe,Citra,Mosaic,Medusa",,,6.0,14.0,4
Delirium Red,Brouwerij Huyghe,Fruit Beer,,3.582,10.0,,,Cherry,6.8,,4
Monk's Café Flemish Sour Ale,Brouwerij Van Steenberge,Sour - Flanders Oud Bruin,,3.839,,,,,5.5,,4
Ballantine,Московская пивоваренная компания,Stout - Other,2018-10-18,3.071,,,,,4.1,,4
Facepalm,White Stone Brewery,Stout - Milk / Sweet,2022-08-08,4.012,13.0,,,,6.0,,4
Beech Soot,Valaduta,Smoked Beer,2022-08-23,4.348,25.0,,,,5.7,,4
Saltence,13 Litar,Sour - Traditional Gose,2022-08-02,3.484,15.0,Loral,"Pilsner,Wheat",Salt,5.0,12.5,3
Your Quadruple Sour Purple Juice,Midnight Project,Sour - Fruited,2020-04-18,4.225,15.0,,,Blueberry,6.8,,5
Vinyl: Sabro & Zappa,Bierstaat,Pale Ale - American,2022-08-30,3.79,30.0,"Sabro,Zappa",,,4.8,,3
Есенин,Brewlok,Stout - Russian Imperial,2019-11-21,4.237,,,,Tonka Beans,6.8,,2
Salty Vibe: Cherry,Plague Brew,Sour - Fruited Gose,2022-06-08,3.95,5.0,,,,5.3,,4
Fruits Attack!,Selfmade Brewery,Sour - Smoothie / Pastry,2022-07-19,4.044,10.0,,,"Pineapple,Apple,Feijoa",5.8,,4
Wildberries And Herbs,Brewmen,Sour - Fruited,2021-06-24,3.952,5.0,,,,5.5,,4
Vivid Vibe: Lime,Plague Brew,Sour - Fruited Berliner Weisse,2022-05-09,3.99,6.0,,,,5.3,,2
Hard Feelings,Jungle Brewery,IPA - Imperial / Double,2022-08-22,4.218,80.0,"Simcoe,Azacca,Mosaic,Chinook",,,6.8,18.9,4
Sweet Flava,Jungle Brewery,Sour - Fruited,2022-08-22,3.976,10.0,,,"Banana,Melon,Pineapple",5.5,14.7,4
Sound Wave,Bierstaat,Stout - Milk / Sweet,2022-09-12,4.109,17.0,,,,6.8,,4
Le Voyage,Midnight Project,Farmhouse Ale - Saison,2022-09-01,3.818,18.0,Mandarina Bavaria,,,6.8,,4
Divine Fog: Cashmere,Midnight Project,Pale Ale - New England / Hazy,2022-08-11,3.951,,Cashmere,,,5.5,,4
Pošasć: El Dorado,Malanka,IPA - Quadruple,2022-09-07,4.191,175.0,El Dorado,Pilsner,,6.8,24.0,4
Нетипичная вечеринка,White Stone Brewery,Sour - Other Gose,2022-06-06,3.939,7.0,,,,6.0,,4
Rager: Cascade,Valaduta,IPA - Imperial / Double,2022-08-04,4.318,70.0,Cascade,,,6.8,,4
Seed Bead,Bierbank,IPA - American,2022-08-09,4.168,45.0,"Simcoe,El Dorado",,,6.3,,4
Mist Around,Jungle Brewery,Pale Ale - New England / Hazy,2022-08-08,4.025,40.0,"Sabro,Amarillo,Mosaic,Citra",,,5.2,12.4,4
Rager: El Dorado,Valaduta,IPA - Imperial / Double,2022-08-29,4.137,70.0,El Dorado,,,6.8,,4
Sunset: Zappa,Bierstaat,IPA - Session,2022-08-02,3.844,30.0,Zappa,,,4.6,,3
Summer Pilsner: Evergreen,Bierstaat,Pilsner - Other,2022-08-16,3.714,20.0,Evergreen,,,5.0,,4
Pink Boots,Atmosphere Brewery,IPA - American,2021-12-08,3.457,60.0,,,,6.8,,4
Belgian Dubbel,Salden’s Brewery,Belgian Dubbel,2014-05-05,3.359,,,,,6.8,,4
Belgian Blond Ale,Konix Brewery,Belgian Blonde,2017-01-22,3.351,20.0,,,,6.1,,4
Zenki Cranberry Spritz,Двинский бровар,Fruit Beer,2021-03-13,2.326,,,,,6.5,,0
Citra & Mosaic Double IPA,Salden’s Brewery,IPA - Imperial / Double,2015-05-07,3.975,100.0,,,,6.8,,4
TRIANGULATION,Big Village Brewery,Sour - Fruited Gose,2022-05-26,3.786,,,,,6.0,,4
Forester,Green Man Brewery,Stout - American,2013-11-27,3.642,,,,,6.0,,4
Tahiti Brunch,Stamm Brewing,Stout - Milk / Sweet,2022-05-19,3.606,,,,,5.0,,4
Hop Rider,Sabotage,IPA - American,2018-09-15,3.833,,"Mosaic,Citra,Simcoe,Falconer’s Flight",,,5.7,,4
La Paloma,Rewort Brewery,Sour - Fruited Gose,2022-04-16,3.875,,,,,6.2,,4
Hopshot Simcoe,Plague Brew,IPA - New England / Hazy,2022-02-17,3.634,,,,,6.5,,4
Equilibre,Stamm Brewing,IPA - Imperial / Double New England / Hazy,2022-07-25,3.743,,,,,6.8,,4
Silence & Ataraxy,Rewort Brewery,Stout - Russian Imperial,2022-04-25,4.0,31.0,,,,6.8,,4
I Want To Break Free,Hophead Brewery,IPA - Imperial / Double,2022-05-18,3.825,60.0,,,,6.8,,4
Fusion Colada,Stamm Brewing,IPA - Sour,2022-07-25,3.75,,,,,6.0,,4
Insomnia,13 Litar,Porter - American,2021-01-12,4.06,40.0,"Galaxy,Ekuanot,Cascade","Pale Ale,Pilsner,Munich,Vienna,Chocolate,Caramunich,Roasted Barley",,6.8,21.0,4
White Squall,Hops Brewery,IPA - White / Wheat,2022-08-08,3.868,50.0,"Mosaic,Citra,Warrior",,,6.6,,4
Lager,13 Litar,Pilsner - Czech / Bohemian,2015-12-18,3.424,,,,,4.5,,4
Vinyl: Sabro & Triumph,Bierstaat,Pale Ale - American,2022-08-16,3.683,30.0,"Sabro,Triumph",,,4.8,,4
Summer Pilsner: Ella,Bierstaat,Pale Ale - Other,2022-08-09,3.803,20.0,Ella,,,5.0,,4
Sunshine,13 Litar,IPA - Session,2018-05-24,3.735,30.0,"Perle,Cascade,Amarillo","Pale Ale,Munich,Pilsner,Melanoidin",,5.0,12.0,4
American Pale Ale,13 Litar,Pale Ale - American,2016-08-17,3.891,35.0,,,,5.0,,4
Rager: Centennial,Valaduta,IPA - Imperial / Double,2022-07-28,4.229,70.0,Centennial,,,6.8,,4
Breaking Codes,Jungle Brewery,IPA - Imperial / Double,2022-07-18,4.278,85.0,"El Dorado,Amarillo,Galaxy",,,6.8,18.2,4
Expression,Bierstaat,Stout - Milk / Sweet,2022-08-02,3.858,15.0,,,,5.5,,4
Hack,Anonymous Crew,Stout - Oatmeal,2022-07-29,3.792,,,,,4.4,,4
Maisel's Weisse Original,Brauerei Gebr. Maisel,Wheat Beer - Hefeweizen,,3.599,12.0,Hallertau,,,5.2,,4
Summer Meadow,Valaduta,IPA - American,2022-08-02,4.089,45.0,"Cascade,Centennial",,,5.5,,4
Divine Fog: Vista,Midnight Project,Pale Ale - New England / Hazy,2022-07-29,3.969,,Vista,,,5.5,,4
VitaSid Berry,Men's Company,Cider - Other Fruit,2022-03-30,3.185,,,,,4.6,,4
Sunflower,13 Litar,IPA - Imperial / Double,2022-07-06,3.844,60.0,"Loral,Centennial","Pale Ale,Pilsner",,6.8,17.5,4
Mon Cher Cassis,Konix Brewery,Fruit Beer,2017-04-17,3.68,10.0,,,,4.9,,4
Emotion,Bierstaat,Stout - Milk / Sweet,2022-08-02,3.899,16.0,,,Lactose,6.5,,4
Lighthouse,13 Litar,IPA - Session,2022-05-30,3.768,35.0,"Simcoe,Sabro","Pilsner,Wheat",,4.9,12.0,4
Tomato Gose Cilantro,Brewlok,Sour - Other Gose,2022-07-01,3.202,,,,"Coriander,Salt,Red Pepper,Tomato",4.5,,4
Айдаха Medusa Ed.,Прамень,Pale Ale - American,2022-07-07,3.514,30.0,"Idaho Gem,Medusa",,,6.0,,4
Western,Robim Good Brewery,Wheat Beer - American Pale Wheat,2022-06-21,3.499,24.0,"Topaz,Citra,Galaxy",,,4.3,11.5,3
Way of Hero,Selfmade Brewery,Stout - Other,2021-07-08,4.04,34.0,,,,6.8,,4
Calm Down,Hops Brewery,Pale Ale - New England / Hazy,2022-07-22,3.954,25.0,,,,4.8,,4
Sunset: Citra & Triumph,Bierstaat,IPA - Session,2022-07-18,3.953,30.0,"Citra,Triumph",,,4.6,,4
Urstein Dunkel,Двинский бровар,Lager - Munich Dunkel,2013-03-09,2.956,,,,,4.8,,2
Skyline,Robim Good Brewery,Stout - Milk / Sweet,2022-07-18,3.778,24.0,,,Lactose,6.3,17.4,3
Pils,Alpirsbacher Klosterbräu,Pilsner - German,2010-08-21,3.33,28.0,,,,4.9,,4
Grodziskie,Bierstaat,Grodziskie / Grätzer,2022-07-18,3.693,9.0,Hallertau Blanc,,,3.5,,4
Redneck Rampage,Selfmade Brewery,Sour - Other Gose,2022-06-29,3.805,10.0,,,,5.4,,4
Ape King,Selfmade Brewery,Sour - Other Gose,2022-05-18,3.706,10.0,,,,6.2,,4
Zhigulikkeller,"Midnight Project,Mikkeller,Selfmade Brewery",Lager - IPL (India Pale Lager),2019-02-12,3.914,37.0,"Citra,Simcoe",,,4.2,,4
Alder Soot,Valaduta,Smoked Beer,2022-07-11,4.305,25.0,,,,6.0,,4
Obscurrant,Zavod,Chilli / Chile Beer,2022-02-18,4.036,17.0,,,"Apple,Black Currant,Red Pepper",6.0,,4
MANGO,Горьковская пивоварня,Fruit Beer,2020-11-14,2.83,8.0,,,,5.0,,2
Rager: Azacca,Valaduta,IPA - Imperial / Double,2022-07-14,4.14,70.0,Azacca,,,6.8,,4
Sacred Duality,Rewort Brewery,Stout - Imperial / Double Milk,2020-01-10,4.074,27.0,,,Chocolate,6.8,,4
La Pénitence,Midnight Project,Belgian Dubbel,2022-07-01,3.87,24.0,,,,6.8,,4
Forever MA,Rewort Brewery,Pale Ale - American,2021-11-23,3.826,27.0,"Mosaic,Citra",,,5.5,,4
Song Cider Semi-dry,Вежа,Cider - Other Fruit,2020-10-07,3.562,,,,,5.0,,4
Smoked Pineapple,Plague Brew,Historical Beer - Lichtenhainer,2022-05-27,3.894,8.0,,,,5.8,,4
Blackened Crust,Plague Brew,Porter - Imperial / Double,2022-05-31,4.342,40.0,,,,6.8,,4
Falkenstein,Plague Brew,Historical Beer - Dampfbier,2021-10-25,3.795,35.0,,,,6.8,,4
Кухни мира: Индия,Alaska Brewery,Sour - Other Gose,2022-06-29,3.779,,,,,5.0,,4
Antares'22,Velka Morava,Stout - Russian Imperial,2021-12-13,3.946,,,,,6.8,,4
Queen Anne III,Velka Morava,Barleywine - English,2022-04-11,3.823,,,,,6.8,,4
Iron Woods Milk Stout,Gletcher,Stout - Milk / Sweet,2020-02-25,3.599,15.0,,,,5.5,,4
Against Double Milk!,Zagovor Brewery,IPA - Milkshake,2018-09-24,4.111,40.0,"Citra,Mosaic",,,6.8,19.0,4
D-Beet,Sabotage,Sour - Fruited,2022-03-13,3.959,,,,,6.0,,4
Working Class Hero: Loral,13 Litar,Porter - English,2022-05-26,4.005,25.0,Loral,"Pilsner,Vienna,Crystal,Black",,5.6,14.5,4
Brownwood,13 Litar,Brown Ale - American,2022-05-11,3.468,30.0,,,,5.0,,3
Champ De Fleurs,Midnight Project,Farmhouse Ale - Saison,2022-01-21,3.807,35.0,,,"Chamomile,Cornflower",6.8,,4
ESB,Fuller’s,Bitter - Extra Special / Strong (ESB),,3.552,40.0,,,,5.9,,3
Hop Headshot: Galaxy,Midnight Project,IPA - Triple,2020-12-28,4.123,111.0,Galaxy,,,6.8,,4
Barley Winegradoff: Heaven Hill BA,Midnight Project,Barleywine - English,2022-07-01,4.209,50.0,,,,6.8,,4
Durak из бочки,Jaws,Porter - Imperial / Double,2022-01-28,4.032,46.0,,,,6.8,,4
Enigma One Love,Jungle Brewery,IPA - Session,2022-07-14,4.186,40.0,Enigma,,,5.0,12.9,4
Lobotomy X,AF Brew,Stout - Imperial / Double,2022-06-25,4.232,50.0,,,,6.8,,4
Mind In Motion,Jungle Brewery,Stout - Milk / Sweet,2022-06-14,4.137,20.0,"Chinook,Simcoe",,Lactose,6.3,18.2,4
Это другое,Atmosphere Brewery,Sour - Fruited,2022-04-19,3.681,,,,,5.5,,4
Wake Up! Waimea & Ahtanum,Bierstaat,IPA - American,2022-07-12,3.625,40.0,"Waimea,Ahtanum",,,6.8,,4
Witch Doctor,Selfmade Brewery,IPA - Imperial / Double,2022-04-19,3.961,58.0,,,,6.8,,4
Idol,4IT 6r3w3ry,Sour - Fruited,2020-07-21,4.112,20.0,,,Strawberry,4.5,,4
Inflection Point,Jungle Brewery,IPA - American,2022-06-06,4.183,50.0,"Chinook,Simcoe,Idaho 7",,,5.7,13.8,3
Chocolate Porter,Põhjala,Porter - Imperial / Double,2023-10-11,3.845,35.0,,,,6.8,,4
Pshenichnoe (Пшеничное),Кроп-Пиво,Wheat Beer - Hefeweizen,2014-04-23,3.164,,,,,4.5,,4
Chérie Cherry,Konix Brewery,Fruit Beer,2016-02-09,3.609,10.0,,,,5.0,,4
Bohemian Pilsener,Brewlok,Pilsner - Other,2022-05-13,3.54,,,,,5.1,,2
To TBP with love: Ясно. Без осадков,Knightberg,Wheat Beer - Kristallweizen,2021-09-22,3.474,,,,,4.0,,4
VitaSid Pear,Men's Company,Cider - Perry / Poiré,2022-03-30,3.554,,,,,4.6,,4
Empathy,13 Litar,IPA - Imperial / Double Black,2022-04-05,4.103,70.0,Galaxy,"Pale Ale,Pilsner,Roasted Barley",,6.8,18.0,4
Чудини,"Bottle Share,Ostrovica",Sour - Fruited Berliner Weisse,2020-07-06,3.722,,,,"Grapefruit,Blood orange,Cocoa,Chili",6.0,,3
Wake Up! Sequoia & Bru1,Bierstaat,IPA - American,2022-06-28,3.848,40.0,"Sequoia,BRU-1",,,6.8,,4
Black Color: White Coffee,Bierstaat,Stout - Milk / Sweet,2021-12-20,4.051,18.0,,,Coffee,6.7,,4
Crystal Method,Rewort Brewery,Sour - Traditional Gose,2018-10-19,3.815,35.0,Denali,,,5.7,16.0,4
Жигулёвское,Крыніца,Lager - Pale,2012-09-30,2.596,,,,,4.6,,3
Sky Beyond Sky,Jungle Brewery,IPA - Imperial / Double,2022-06-30,4.288,90.0,"Simcoe,Citra,Amarillo",,,6.8,18.2,4
Single Hop Player: Enigma,Midnight Project,IPA - American,2022-07-01,3.913,50.0,Enigma,,,6.8,,4
Mičelada: Hrejpfrut & Habanera,Malanka,Sour - Other Gose,2022-06-14,4.347,,,"Pilsner,Flaked Wheat","Tomato,Grapefruit,Red Pepper,Salt",4.0,12.0,4
Смага Бельгийская,Hops Brewery,Wheat Beer - Witbier / Blanche,2022-04-08,3.595,15.0,Cascade,,"Coriander,Peach",4.8,,4
Blanche Dè LION,Česky Lev,Wheat Beer - Witbier / Blanche,2021-06-09,2.989,,,,,4.7,,2
1664 Rosé,Kronenbourg,Fruit Beer,2013-08-02,2.831,15.0,,,,4.5,,3
Duality: Lupulin Ekuanot & Medusa,Bierstaat,IPA - Imperial / Double,2022-06-07,4.021,55.0,"Ekuanot,Medusa",,,6.9,,4
Hammer of Light,Selfmade Brewery,Belgian Blonde,2022-04-01,3.813,20.0,,,,6.9,,4
Blanche,Belgica,Wheat Beer - Witbier / Blanche,2022-01-17,,,,,,,,4
Рыжскае Нефiльтраванае,Прамень,Lager - Pale,2022-06-07,3.393,14.0,,,,5.0,,4
Dr. Diesel Wild Mix Манго-Красный Апельсин,Heineken,Fruit Beer,2020-03-19,2.69,,,,,6.0,,3
Red Grape,Zabava Ciders,Cider - Other Fruit,2021-01-14,3.498,,,,,4.5,,2
Lichamanka: Hallertau Blanc,Malanka,IPA - Imperial / Double,2022-04-08,4.186,80.0,Hallertau Blanc,Pilsner,,6.8,18.5,4
Nelson M.,Rewort Brewery,Porter - Other,2017-11-01,3.622,35.0,,,,6.2,16.0,4
Restles Hamsters,Bierbank,Lager - IPL (India Pale Lager),2022-05-04,4.265,30.0,"Mosaic,Citra",,,5.4,,4
VitaSid Cherry,Men's Company,Cider - Other Fruit,2022-03-30,3.119,,,,,4.6,,3
Higher Sense,Jungle Brewery,IPA - New England / Hazy,2022-04-14,4.326,40.0,"Citra,Medusa",,,6.7,16.6,4
Mako APA,Selfmade Brewery,Pale Ale - American,2018-07-18,3.798,40.0,"Warrior,Cascade,Wai-iti",,,5.3,,4
Манговое смузи,Česky Lev,Fruit Beer,2022-03-12,2.532,,,,Mango,5.2,,3
Carlsberg,Carlsberg Group,Lager - Euro Pale,,3.017,8.0,,,,5.0,,3
What Is Loral?..,13 Litar,IPA - Imperial / Double,2022-02-08,4.138,65.0,Loral,"Pilsner,Wheat",,6.8,19.0,4
Rest In Pieces,Selfmade Brewery,Sour - Smoothie / Pastry,2021-12-03,4.064,10.0,,,"Passion fruit,Raspberry",6.8,,4
Popcorn Head,Selfmade Brewery,Stout - Other,2022-03-09,3.804,26.0,,,,6.9,,4
Wake Up! Sitiva,Bierstaat,IPA - American,2022-05-23,3.834,40.0,Sitiva,,,6.8,,4
VitaSid Currant,Men's Company,Cider - Other Fruit,2022-03-26,2.941,,,,,4.6,,4
Aloha,Bierstaat,Stout - Milk / Sweet,2022-05-23,4.004,16.0,BRU-1,,Lactose,6.5,,4
Spring Pilsner: Ahtanum,Bierstaat,Pilsner - Other,2022-05-17,3.918,25.0,Ahtanum,,,5.0,,4
Rager: Vic Secret,Valaduta,IPA - Imperial / Double,2022-05-10,4.116,70.0,Vic Secret,,,6.8,,4
Квас Дончак Бочковой,Солнечный,Kvass,2022-05-27,3.346,,,,,0.5,,3
New Identity,Jungle Brewery,IPA - New England / Hazy,2022-04-18,4.315,40.0,"Citra,Medusa,Mosaic",,,6.3,16.0,4
Crocodiles Don't Cry,Selfmade Brewery,IPA - Imperial / Double,2022-03-03,3.863,58.0,,,,6.8,,4
Вока Лондана,Прамень,Brown Ale - English,2022-05-02,3.74,16.0,,,,6.5,,4
Distant Stars,Selfmade Brewery,IPA - New England / Hazy,2021-09-28,3.861,45.0,"Idaho 7,Citra",,,6.8,,4
Sidra Extra (Palacio de la Guera 1675),Don Simón,Cider - Traditional / Apfelwein,2014-01-10,3.63,,,,,5.0,,4
Currant Mood,Rewort Brewery,Sour - Fruited,2018-09-11,3.842,13.0,,,,5.8,15.5,4
Mary's Friend,Konix Brewery,Sour - Other Gose,2021-12-21,4.078,,,,,4.0,,4
MR. SHELDON,Ostrovica,Stout - Imperial / Double Milk,2022-03-09,3.825,,,,,6.8,,4
PARADOXITY,Paradox,Stout - Russian Imperial,2022-02-16,4.06,55.0,,,,6.8,,4
